property_id,property_name,total_tours,unique_agents_serving,primary_agent_percentage,primary_agent_id,agent_distribution_gini,is_single_agent_property,is_highly_concentrated
64943,The Patent at Jeffrey Park,20,7,0.3,0650940d-f99a-48ba-b4f6-cca2a5127b86,0.2571428571428571,False,False
64938,Tillmore at Quarry Trails,94,10,0.2765957446808511,cd0ff517-0bc3-475f-9e90-4128464db541,0.35744680851063826,False,False
151243,Trace Quarter,9,6,0.3333333333333333,fcb34375-2531-4f65-8154-513c004c0afb,0.24074074074074078,False,False
64932,4th & 5th Apartments,114,11,0.17543859649122806,0650940d-f99a-48ba-b4f6-cca2a5127b86,0.3684210526315789,False,False
84770,Grant Commons,26,8,0.19230769230769232,25ffdb26-bfbc-43cf-b400-0223decaa038,0.25,False,False
100490,1460 Grant,43,11,0.18604651162790697,25ffdb26-bfbc-43cf-b400-0223decaa038,0.32980972515856233,False,False
78139,South Bank at Quarry Trails,25,6,0.32,cd0ff517-0bc3-475f-9e90-4128464db541,0.2866666666666666,False,False
64936,Iron Works at Jeffrey Park,2,2,0.5,90976d80-bfac-456b-9b24-79b9c0170b72,0.0,False,False
64941,Midpoint East at GVX,15,8,0.26666666666666666,2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,0.29166666666666663,False,False
64942,Midpoint West at GVX,19,5,0.47368421052631576,2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,0.3789473684210526,False,False
64939,The Thomas at GVX,54,11,0.5370370370370371,2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,0.5690235690235691,False,False
64934,Foundry at Jeffrey Park,56,11,0.32142857142857145,c99885bc-c6ac-4c57-b977-db23a4ee8973,0.4902597402597403,False,False
64937,Founders,78,9,0.23076923076923078,90976d80-bfac-456b-9b24-79b9c0170b72,0.27635327635327633,False,False
64940,8 on the Park at GVX,29,8,0.4482758620689655,2d4a3e78-6ef4-4b69-94a5-7245b6ab7cc3,0.4612068965517241,False,False
64933,The Sage at Jeffrey Park,83,9,0.1927710843373494,c99885bc-c6ac-4c57-b977-db23a4ee8973,0.23560910307898256,False,False
64935,Legacy at Jeffrey Park,29,8,0.41379310344827586,c99885bc-c6ac-4c57-b977-db23a4ee8973,0.4267241379310345,False,False
